ParticipantIdentifier,Age,Low Start/High Start,Clump/Even,NativeSpeaker,EngAoA,Bilingual,Gender,WorkerType,TimeToCompletion,CompletionDate,R,Rmin,Rmax,dprime,dmin,dmax,AUROC,File,Task Condition,Fit type
3PwxlD6Y7RDPN1Ctf82w,45,Low Start,Even,1,unknown,0,female,turker,15,03/07/2020,0.175836656190551,0,0.35,0.708736338136621,0.235603857364346,1.13125817659977,0.746048625022424,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\3PwxlD6Y7RDPN1Ctf82w_responses.xlsx,Sheet1,Conf
Ph4ikT1rwiAGQLwmW5kC,52,Low Start,Even,1,unknown,0,male,turker,15,03/07/2020,0.076679957662968,0.01,0.15,0.306921021993978,3.96944714893165E-05,0.619451395145857,0.61765835649697,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Ph4ikT1rwiAGQLwmW5kC_responses.xlsx,Sheet1,Conf
cTk7v32c5SOscYoWEP1b,56,Low Start,Even,1,unknown,0,female,turker,14,03/07/2020,0.55907359497372,0.4,0.6,1.0663591733943,0.540603034999154,1.58872394648072,0.900607992414325,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\cTk7v32c5SOscYoWEP1b_responses.xlsx,Sheet1,Conf
J6W3sdGwDw0cCjCus81Q,42,Low Start,Even,1,unknown,0,male,turker,13,03/07/2020,0.162620564909975,0,0.25,0.321068425167696,4.33026498573645E-05,0.877567802972386,0.656506375002098,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\J6W3sdGwDw0cCjCus81Q_responses.xlsx,Sheet1,Conf
v2DAxkJ9DrNxxMdrEgcL,34,High Start,Even,1,unknown,0,male,turker,19,03/07/2020,0.320073109645375,0.1,0.45,0.330869870451824,3.55745885100643E-05,0.769529741721777,0.722924124984981,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\v2DAxkJ9DrNxxMdrEgcL_responses.xlsx,Sheet1,Conf
0QdYxTabECPS8sKiqFTT,61,High Start,Even,1,unknown,0,female,turker,15,03/07/2020,0.131958523764149,0,0.2,0.705108543859787,0.407293570013875,1.02219962262335,0.731744362835917,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\0QdYxTabECPS8sKiqFTT_responses.xlsx,Sheet1,Conf
KkuDuCGVPLaXx9ep2SBb,35,High Start,Even,1,unknown,1,male,turker,14,03/07/2020,0.087095354500436,0,0.3,1.02131077704051,0.476363118824356,1.36714419775899,0.785382027114368,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\KkuDuCGVPLaXx9ep2SBb_responses.xlsx,Sheet1,Conf
L0jF2eOhrbfrWTMaXV42,32,Low Start,Clump,1,unknown,0,male,turker,13,03/07/2020,0.152442914686841,0.1,0.2,0.086437163598784,8.32667268468867E-17,0.365928721779538,0.596874668315542,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\L0jF2eOhrbfrWTMaXV42_responses.xlsx,Sheet1,Conf
wWhc8kwutEpgoN8jPsJ9,28,High Start,Clump,1,unknown,0,male,turker,16,04/07/2020,5.03631179102151E-06,0,0.3,0.408945723436658,3.84699997398667E-05,0.617227750979889,0.613775359277769,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\wWhc8kwutEpgoN8jPsJ9_responses.xlsx,Sheet1,Conf
olxyimXOf6bgbhPHjefq,20,High Start,Clump,0,13,1,male,turker,12,04/07/2020,0.359138465720249,0.1,0.45,0.549762382541169,0.080841412826596,1.07953488960918,0.776509510972327,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\olxyimXOf6bgbhPHjefq_responses.xlsx,Sheet1,Conf
iTL1V7fP1YGqcPCy2Cjj,21,High Start,Clump,1,unknown,1,female,turker,22,04/07/2020,0.269480364021848,0,0.45,0.393817120923531,0,0.934440527852943,0.71485925635582,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\iTL1V7fP1YGqcPCy2Cjj_responses.xlsx,Sheet1,Conf
maXKXLHAqxIu87hL4fYg,35,High Start,Clump,1,unknown,1,female,turker,16,04/07/2020,0.080928449852209,0,0.2,2.14840727694937E-06,8.61649486022904E-07,0.277851009751271,0.540464472083964,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\maXKXLHAqxIu87hL4fYg_responses.xlsx,Sheet1,Conf
LpRUIM5W47XGwsYIpo2D,19,Low Start,Clump,0,5,1,female,turker,15,04/07/2020,0.152227710690623,0,0.3,0.122211406324966,2.82693397526967E-05,0.496902699250949,0.605304328946746,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\LpRUIM5W47XGwsYIpo2D_responses.xlsx,Sheet1,Conf
u8MAPKac0E0HQTqgxI8I,26,Low Start,Clump,1,unknown,0,male,turker,10,04/07/2020,0.336488999264788,0.15,0.45,0.490887150728178,0.047839839810503,0.94164076823438,0.758312851162859,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\u8MAPKac0E0HQTqgxI8I_responses.xlsx,Sheet1,Conf
11qM4eXcxkc1hI23kKW9,29,Low Start,Clump,1,unknown,1,male,turker,16,04/07/2020,0.408249445978089,0.15,0.5,0.441571053130599,4.03795461020568E-05,1.07872356127001,0.776655365869615,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\11qM4eXcxkc1hI23kKW9_responses.xlsx,Sheet1,Conf
tWAWWACnM8C55WcWMVyr,32,Low Start,Clump,1,unknown,0,male,turker,18,04/07/2020,0.067499983039925,0,0.25,6.40960462985688E-08,6.73008486134972E-08,0.237843818864174,0.533749702380103,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\tWAWWACnM8C55WcWMVyr_responses.xlsx,Sheet1,Conf
lPSoUXYbB2b4vvTq4Kl2,54,Low Start,Clump,1,unknown,0,male,turker,31,04/07/2020,0.074893423821343,0,0.4,0.705299437696102,0.188734566344804,1.02422253408201,0.714153233017693,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\lPSoUXYbB2b4vvTq4Kl2_responses.xlsx,Sheet1,Conf
PsktWkVq7u5Vi9D8k2xa,34,High Start,Even,1,unknown,0,male,turker,14,05/07/2020,0.294981036133799,0,0.4,0.386255205377406,5.85660027297081E-05,1.09925382099358,0.72336501275986,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\PsktWkVq7u5Vi9D8k2xa_responses.xlsx,Sheet1,Conf
ksBIYPmUgTx7IHw2L42b,27,High Start,Even,1,unknown,0,male,turker,16,05/07/2020,1.13388878860206E-16,0,0.2,0.444801104121275,6.00150660604328E-05,0.652853493334376,0.623437358908062,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\ksBIYPmUgTx7IHw2L42b_responses.xlsx,Sheet1,Conf
FaGYjTjXlTp7IlBQN0Rq,32,High Start,Even,1,unknown,1,male,turker,23,05/07/2020,0.688249739036341,0,0.8,0.475842725942513,1.56798660309829E-05,1.72156577055173,0.885195286681676,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\FaGYjTjXlTp7IlBQN0Rq_responses.xlsx,Sheet1,Conf
8Oo65iouDr7MttFr8eU9,32,High Start,Even,1,unknown,0,male,turker,18,05/07/2020,0.14178578931709,0,0.2,0.800300614036697,0.494509689053495,1.16050692412965,0.754780820529014,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\8Oo65iouDr7MttFr8eU9_responses.xlsx,Sheet1,Conf
0byyJjFw7xaS6bv4Xbbl,34,Low Start,Even,1,unknown,0,male,turker,17,05/07/2020,0.012169627187841,0,0.1,1.25484275487337E-07,1.25484275487337E-07,0.100149583061883,0.506084558421582,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\0byyJjFw7xaS6bv4Xbbl_responses.xlsx,Sheet1,Conf
VSvMan4UTCS7Yhu6Pyal,53,Low Start,Even,1,unknown,0,male,turker,17,05/07/2020,0.379023743945369,0,0.45,1.35404547944469,0.947965796897186,2.00217790395824,0.894949845287966,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\VSvMan4UTCS7Yhu6Pyal_responses.xlsx,Sheet1,Conf
m7YvwM8CxDuIMiIhSOpk,69,Low Start,Even,1,unknown,0,female,turker,30,05/07/2020,0.331053467097517,0,0.45,0.995999286045681,0.54198511231725,1.55113976862053,0.839031186026706,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\m7YvwM8CxDuIMiIhSOpk_responses.xlsx,Sheet1,Conf
nFxE0RRpNflColeXjnka,36,Low Start,Even,1,unknown,0,male,turker,22,05/07/2020,0.26363820948886,0,0.5,0.806535266926367,0.146609743491478,1.28373558566317,0.790699991094331,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\nFxE0RRpNflColeXjnka_responses.xlsx,Sheet1,Conf
HdfMS9EbaT0oCN8jVDpf,30,Low Start,Even,1,unknown,0,male,turker,19,05/07/2020,6.03891658353215E-07,0,0.15,0.308173086797173,0.015239178282911,0.50710350722105,0.58625084203196,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\HdfMS9EbaT0oCN8jVDpf_responses.xlsx,Sheet1,Conf
Hbco4qGiMfx4NgLFfwrX,29,Low Start,Even,0,5,1,male,turker,27,05/07/2020,4.86609412378829E-05,0,0.35,0.153257190673846,3.49641007597307E-05,0.372835732634956,0.54317052672924,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Hbco4qGiMfx4NgLFfwrX_responses.xlsx,Sheet1,Conf
eCGCJQtSYFO7tiNThGPV,26,Low Start,Even,1,unknown,0,male,turker,30,05/07/2020,0.124078563600778,0.01,0.25,3.54151614010413E-07,3.9045215444648E-07,0.33504054567655,0.562039047089906,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\eCGCJQtSYFO7tiNThGPV_responses.xlsx,Sheet1,Conf
tA2PPGP3I9WoOnQyj5Tq,60,High Start,Clump,1,unknown,0,female,turker,18,05/07/2020,0.299364319197878,0.25,0.35,0.642063666777038,0.20988114208787,1.07642339418929,0.772354986298152,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\tA2PPGP3I9WoOnQyj5Tq_responses.xlsx,Sheet1,Conf
SN3WUbSGDLpBPyUVPNsS,28,High Start,Clump,1,unknown,1,male,turker,18,05/07/2020,3.89390068831231E-06,0,0.35,0.327212846264509,4.85722573273506E-17,0.519992895933459,0.591489335059376,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\SN3WUbSGDLpBPyUVPNsS_responses.xlsx,Sheet1,Conf
18Qs0CslyhfR5XeoHYbb,25,High Start,Clump,1,unknown,1,female,turker,27,05/07/2020,1.2347291677658E-06,0,0.05,1.95630940248903E-06,7.47243699239809E-07,0.090060427069673,0.500000882576659,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\18Qs0CslyhfR5XeoHYbb_responses.xlsx,Sheet1,Conf
wRhqynXuCTsy1cbeeTHo,28,High Start,Clump,1,unknown,0,male,turker,22,05/07/2020,7.27065976868781E-17,0,0.075,6.44531249999742E-06,2.46189030688446E-06,0.080639498110281,0.500001531537478,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\wRhqynXuCTsy1cbeeTHo_responses.xlsx,Sheet1,Conf
rBYKUP3biY0QAMqPwa6k,26,Low Start,Clump,1,unknown,1,male,turker,12,05/07/2020,8.25655791488071E-06,0,0.075,3.45862749964014E-05,1.32107815043747E-05,0.172904324100294,0.500013598152302,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\rBYKUP3biY0QAMqPwa6k_responses.xlsx,Sheet1,Conf
WftaLTNIChyWE2WOvVBG,57,Low Start,Clump,1,unknown,0,female,turker,17,05/07/2020,0.145710484286001,0,0.3,0.302313783119116,2.35562663250602E-05,0.717055529160609,0.645158643405334,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\WftaLTNIChyWE2WOvVBG_responses.xlsx,Sheet1,Conf
LC0dpdwnoYC6qYtYHxRf,43,Low Start,Clump,1,unknown,0,female,turker,14,05/07/2020,0.014296579554504,0,0.35,0.965344268971627,0.475407142334571,1.24225983453887,0.756107751677543,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\LC0dpdwnoYC6qYtYHxRf_responses.xlsx,Sheet1,Conf
9PM1e0t89EI4lSHm1mau,46,Low Start,Clump,1,unknown,0,female,turker,14,05/07/2020,0.159341513551773,0.04,0.25,0.109062149325026,2.13173513692641E-05,0.503588076905835,0.605508415241121,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\9PM1e0t89EI4lSHm1mau_responses.xlsx,Sheet1,Conf
ACgyhnxLa8BwQEp0jqg4,36,Low Start,Clump,1,unknown,0,male,turker,25,05/07/2020,0.072105073026503,0,0.45,0.52301123634481,5.43932107545701E-05,0.81102270401564,0.669895038296099,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\ACgyhnxLa8BwQEp0jqg4_responses.xlsx,Sheet1,Conf
20kmkNdmxVqWCIS3cNfy,31,High Start,Clump,1,unknown,0,male,turker,13,05/07/2020,0.17859345672473,0,0.4,0.635362232345055,0.114851406789112,1.03326387136914,0.731712865041158,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\20kmkNdmxVqWCIS3cNfy_responses.xlsx,Sheet1,Conf
42EdqEDitqM3OH15Uyya,30,High Start,Clump,1,unknown,0,male,turker,20,05/07/2020,1.51192637059364E-06,0,0.04,3.45862749964014E-05,1.32107815043747E-05,0.179247815579558,0.500010225904268,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\42EdqEDitqM3OH15Uyya_responses.xlsx,Sheet1,Conf
O0QtWgLHrU0jhptwjkMO,35,High Start,Clump,0,16,1,female,turker,20,05/07/2020,0.077389582065717,0,0.15,0.982578122756009,0.66437965789898,1.32458552341882,0.7752571677106,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\O0QtWgLHrU0jhptwjkMO_responses.xlsx,Sheet1,Conf
fI0bT2B8KCvOUsMH4cmO,50,High Start,Clump,1,unknown,0,male,turker,15,05/07/2020,0.323849743541108,0.2,0.4,0.72404668473985,0.124519480568351,1.18380027868198,0.794224811125208,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\fI0bT2B8KCvOUsMH4cmO_responses.xlsx,Sheet1,Conf
i8xMsFSpby0LMGrbDVDv,43,High Start,Clump,0,6,1,male,turker,17,05/07/2020,0.249502162725103,0,0.4,0.196330890881813,3.93788320633237E-05,0.720192971331651,0.666183152349223,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\i8xMsFSpby0LMGrbDVDv_responses.xlsx,Sheet1,Conf
Hf6UMFxJGslMe6bsjoTw,30,High Start,Even,1,unknown,0,female,turker,12,05/07/2020,0.074082987008832,0,0.2,0.568735713352949,0.189799631300634,0.879116063860762,0.681683988895493,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Hf6UMFxJGslMe6bsjoTw_responses.xlsx,Sheet1,Conf
yCHJLNQk8VgvKkryAVpp,34,High Start,Even,1,unknown,0,other,turker,10,05/07/2020,0.018647390898047,0,0.3,0.257877605907739,0,0.476053826699954,0.580319157643353,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\yCHJLNQk8VgvKkryAVpp_responses.xlsx,Sheet1,Conf
kXNQROJhC1R7gboXrYqX,29,High Start,Even,1,unknown,1,female,turker,25,05/07/2020,0.043717788128142,0,0.1,3.85494232177743E-05,1.54607978936097E-05,0.33777505968763,0.521868994061442,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\kXNQROJhC1R7gboXrYqX_responses.xlsx,Sheet1,Conf
Q7RXhS0ywM6u3EyxxhyQ,39,High Start,Even,1,unknown,0,male,turker,13,05/07/2020,0.20003356124244,0.02,0.3,0.754232696734003,0.457365538834329,1.06798697017409,0.762485684892719,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Q7RXhS0ywM6u3EyxxhyQ_responses.xlsx,Sheet1,Conf
Civ8jdtyhrJeU0JcJ5m4,37,Low Start,Clump,1,unknown,0,male,turker,11,05/07/2020,0.099989806887374,0,0.15,0.602923551799875,0.14136376713434,1.09977164732362,0.698556401440361,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\Civ8jdtyhrJeU0JcJ5m4_responses.xlsx,Sheet1,Conf
DMy3dmyO5xKMSLkICBTR,30,Low Start,Clump,1,unknown,0,male,turker,16,05/07/2020,0.200920475502684,0,0.45,0.432879753575477,5.50991784713065E-05,0.835089192299168,0.696535496250279,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\DMy3dmyO5xKMSLkICBTR_responses.xlsx,Sheet1,Conf
LHFRv8DYg6uae28Y35IV,32,High Start,Even,1,unknown,1,male,turker,32,05/07/2020,1.57944502195844E-06,0,0.05,2.26217058661875E-05,8.64072275738075E-06,0.183017593777516,0.50000688452568,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\LHFRv8DYg6uae28Y35IV_responses.xlsx,Sheet1,Conf
a9myavWihbGPimDfeBuw,39,Low Start,Clump,1,unknown,0,female,turker,17,05/07/2020,0.43495309950084,0.25,0.5,0.962408638112867,0.387838858455669,1.53716230455612,0.859819577380524,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\a9myavWihbGPimDfeBuw_responses.xlsx,Sheet1,Conf
F6NsJsSyi6HPafh2E88X,30,High Start,Clump,1,unknown,0,female,turker,14,05/07/2020,4.42614694895482E-16,0,0.1,1.28906249999974E-05,4.92378061376991E-06,0.103989722518132,0.500003349726528,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\F6NsJsSyi6HPafh2E88X_responses.xlsx,Sheet1,Conf
scYkaP0rC6NPYK9BdraC,36,High Start,Clump,1,unknown,1,male,turker,35,05/07/2020,3.6258545186987E-06,0,0.2,1.81743735447541E-05,6.94199296985918E-06,0.295880898302827,0.500006653152072,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\scYkaP0rC6NPYK9BdraC_responses.xlsx,Sheet1,Conf
XGdcELFHo4a3VHrTydc6,43,Low Start,Clump,1,unknown,1,male,turker,20,05/07/2020,3.21076656328165E-05,0,0.35,0.857783087876529,0.367936922983417,1.0965181927458,0.727931736355525,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\XGdcELFHo4a3VHrTydc6_responses.xlsx,Sheet1,Conf
tLuStAeohsmbCclxrE8f,44,Low Start,Even,1,unknown,0,male,turker,23,05/07/2020,0.101714828957573,0,0.3,0.661357038207992,0.239621510345417,0.980563185956667,0.712532792991057,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\tLuStAeohsmbCclxrE8f_responses.xlsx,Sheet1,Conf
IIQVnTuxcpwDGQRnOwYu,28,High Start,Even,0,5,1,male,turker,17,05/07/2020,2.83997689620819E-07,0,0.1,0.084075452438009,1.79174284573394E-05,0.285918135177269,0.523703131960323,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\IIQVnTuxcpwDGQRnOwYu_responses.xlsx,Sheet1,Conf
J15rciYeG5vTkfRd8hEg,35,Low Start,Clump,1,unknown,0,male,turker,33,05/07/2020,0.264996959791994,0,0.35,1.72628310747049,1.36875064563372,2.22829524953699,0.918336343171884,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\J15rciYeG5vTkfRd8hEg_responses.xlsx,Sheet1,Conf
tBKJIF18NkQNL9smeLjf,38,High Start,Clump,1,unknown,0,male,turker,12,08/07/2020,0.63416335097422,0,0.7,0.018842029811349,8.32667268468867E-17,1.01423596560365,0.819025675469351,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\tBKJIF18NkQNL9smeLjf_responses.xlsx,Sheet1,Conf
lUiecQkBGlMyLCPQbM08,24,High Start,Clump,1,unknown,0,male,turker,12,08/07/2020,2.12271213278375E-05,0,0.35,1.09134702052434,0.554674693185266,1.29092939207071,0.779857983105866,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\lUiecQkBGlMyLCPQbM08_responses.xlsx,Sheet1,Conf
QYX17jNRb4VvB6buMohJ,45,High Start,Clump,1,unknown,0,female,turker,14,08/07/2020,0.282063793686766,0.075,0.4,0.470593368602245,5.11585636445652E-05,0.9515942773337,0.734608974178338,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\QYX17jNRb4VvB6buMohJ_responses.xlsx,Sheet1,Conf
fMgAnF1NJ9lvbUgiWURx,37,High Start,Clump,1,unknown,0,male,turker,15,08/07/2020,0.224116378139635,0.05,0.3,0.24513773272843,4.61977114779429E-05,0.681535922052655,0.665444371424518,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\fMgAnF1NJ9lvbUgiWURx_responses.xlsx,Sheet1,Conf
SyJmGD4Qk1YdY12uHycT,35,High Start,Clump,1,unknown,0,female,turker,11,08/07/2020,0.614146036371876,0,0.7,1.21015438690524,0.578586202638912,2.08953718909532,0.924341637786251,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\SyJmGD4Qk1YdY12uHycT_responses.xlsx,Sheet1,Conf
L3m2QDgEviIOiyDlMBlw,36,High Start,Clump,1,unknown,0,male,turker,15,08/07/2020,0,0,0.05,0,0,0.082872010185028,0.499999713348428,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\L3m2QDgEviIOiyDlMBlw_responses.xlsx,Sheet1,Conf
BBhfuqXNkrBhghK87DsX,37,High Start,Clump,1,unknown,0,male,turker,17,08/07/2020,0.129203802418738,0,0.25,0.69605050665544,0.271881953771428,1.13368727558802,0.728924917312995,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\BBhfuqXNkrBhghK87DsX_responses.xlsx,Sheet1,Conf
u3iW3nir4B0IR8CR0ode,28,High Start,Clump,1,unknown,0,female,turker,16,08/07/2020,0.077552988388901,0.02,0.15,0.113246821106376,2.08166817117217E-16,0.371644323699897,0.56821353491655,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\u3iW3nir4B0IR8CR0ode_responses.xlsx,Sheet1,Conf
nhuEHcJYNRACSLLqGY8v,56,High Start,Clump,1,unknown,0,male,turker,17,08/07/2020,0.081272418181179,0.01,0.1,0.330667000334755,3.36660158378773E-05,0.755170793201366,0.625559811756279,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\nhuEHcJYNRACSLLqGY8v_responses.xlsx,Sheet1,Conf
scwDdWtht1hO2MxlAb2G,52,High Start,Clump,1,unknown,0,female,turker,12,08/07/2020,0.177177966203487,0.1,0.25,0.55620199696184,0.178530051213286,0.91397812953805,0.714438416707292,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\scwDdWtht1hO2MxlAb2G_responses.xlsx,Sheet1,Conf
BRCnD6kItx98qCCRW7MO,41,High Start,Clump,1,unknown,0,male,turker,14,08/07/2020,0.025296127558655,0,0.45,1.32856294935306,0.678663881509226,1.61916625782813,0.830641496139361,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\BRCnD6kItx98qCCRW7MO_responses.xlsx,Sheet1,Conf
l1sAFjTFsXxreN8fuWmC,62,High Start,Clump,1,unknown,0,female,turker,14,08/07/2020,0.337719212715179,0.01,0.45,0.667815890780469,0.132235723734837,1.27830113730292,0.789138842671264,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\l1sAFjTFsXxreN8fuWmC_responses.xlsx,Sheet1,Conf
tCX76C8sxaq2BHafjtIv,30,High Start,Clump,1,unknown,0,female,turker,18,08/07/2020,0.310813823487467,0,0.45,0.137461409336752,3.64322172924671E-05,0.663351048651015,0.682089233286774,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\tCX76C8sxaq2BHafjtIv_responses.xlsx,Sheet1,Conf
dCliarBVjlLvgqsrAgCo,32,High Start,Clump,1,unknown,0,male,turker,15,08/07/2020,1.53175929926711E-06,0,0.1,0.067817344197875,3.45531655534369E-05,0.296539444833648,0.519124039418847,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\dCliarBVjlLvgqsrAgCo_responses.xlsx,Sheet1,Conf
qYXNA9vDaHdVjPb17qlN,45,High Start,Clump,1,unknown,0,female,turker,10,08/07/2020,0.21267472551384,0,0.35,0.831402210840605,0.484486052363351,1.21089158142963,0.780884709609463,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\qYXNA9vDaHdVjPb17qlN_responses.xlsx,Sheet1,Conf
GC31FbnjdKe80uqcQH31,57,High Start,Clump,1,unknown,0,female,turker,14,08/07/2020,0.218979121138171,0.04,0.3,0.438596677406308,0.077367651651213,0.799002937196397,0.704594749654189,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\GC31FbnjdKe80uqcQH31_responses.xlsx,Sheet1,Conf
9rpiFGFvclamDrbyalHn,49,Low Start,Even,1,unknown,0,male,turker,11,08/07/2020,0.132125481369214,0,0.5,0.321174254841439,4.03518453597445E-05,0.739449443944402,0.644022533027443,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\9rpiFGFvclamDrbyalHn_responses.xlsx,Sheet1,Conf
aFWuMmWP6ingJtdOPLps,37,High Start,Clump,1,unknown,0,female,turker,16,08/07/2020,0.025857138164298,0,0.075,0.110481299518202,3.4679102608851E-05,0.411635988231651,0.543257754532684,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\aFWuMmWP6ingJtdOPLps_responses.xlsx,Sheet1,Conf
NgbvXVAp9PLAcra4xUDR,58,High Start,Clump,1,unknown,0,male,turker,20,08/07/2020,0.083038284242689,0,0.25,9.8686356071989E-08,1.03620673875588E-07,0.266164882343832,0.541518857193942,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\NgbvXVAp9PLAcra4xUDR_responses.xlsx,Sheet1,Conf
uXRaDJQTxvPqftarxajE,37,High Start,Clump,1,unknown,0,male,turker,17,08/07/2020,0.224028295589698,0.15,0.3,0.643557040035511,0.015398437286931,1.19280791155125,0.748172244700008,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\uXRaDJQTxvPqftarxajE_responses.xlsx,Sheet1,Conf
yqXFFVWODg3HBggOgWYH,24,High Start,Clump,1,unknown,0,male,turker,25,08/07/2020,3.44690801136304E-07,0,0.35,0.580994531748389,0.145094648065841,0.807532320815243,0.659399460647766,\\campus\rdw\ion02\02\smulderslab\Memory ROC\Georgia data\Christine test data\yqXFFVWODg3HBggOgWYH_responses.xlsx,Sheet1,Conf
