"Participant","File","Task.Condition","Fit.type","R","Rmin","Rmax","dprime","dmin","dmax","AUROC","Frequency","Age","Sex","LowOrHighStart","ClumpedOrEven","NativeSpeaker","EngAoA","Bilingual","WorkerType","TimeToCompletion"
"TU3xBk82fYQNxdi0HUU6","TU3xBk82fYQNxdi0HUU6_responses_low.xlsx","Sheet1","Conf",0.085419566,0,0.2,0.5859732494,0.2589196876,0.9186657586,0.6896729738,"low",57,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",14
"tWAWWACnM8C55WcWMVyr","tWAWWACnM8C55WcWMVyr_responses_high.xlsx","Sheet1","Conf",0.0825855928,0,0.3,8.71861553270245e-08,8.71861553270245e-08,0.2480579872,0.5412925087,"high",32,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",18
"tWAWWACnM8C55WcWMVyr","tWAWWACnM8C55WcWMVyr_responses_low.xlsx","Sheet1","Conf",0.0364384916,0,0.25,0.0173955707,3.55266992315105e-05,0.3591223237,0.5229472192,"low",32,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",18
"tXjHU6Tlfwm6sbkdbpND","tXjHU6Tlfwm6sbkdbpND_responses_high.xlsx","Sheet1","Conf",1.32775566102447e-06,0,0.04,2.42243580401026e-05,9.2528814156724e-06,0.1962661139,0.5000072108,"high",26,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",12
"tXjHU6Tlfwm6sbkdbpND","tXjHU6Tlfwm6sbkdbpND_responses_low.xlsx","Sheet1","Conf",0.0989116477,0,0.25,0.5326636,3.3613608716643e-05,1.3010317398,0.6817201229,"low",26,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",12
"u1I24m3v3qixyarBgr8M","u1I24m3v3qixyarBgr8M_responses_high.xlsx","Sheet1","Conf",1.47765874862744e-06,0,0.05,2.90831436400954e-05,1.11087723708211e-05,0.2062934172,0.5000086564,"high",27,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",13
"u1I24m3v3qixyarBgr8M","u1I24m3v3qixyarBgr8M_responses_low.xlsx","Sheet1","Conf",5.78240215327474e-07,0,0.1,0.0182702252,4.59097208102841e-05,0.2602472364,0.5051537914,"low",27,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",13
"u3iW3nir4B0IR8CR0ode","u3iW3nir4B0IR8CR0ode_responses_high.xlsx","Sheet1","Conf",0.0888677257,0,0.2,0.3256570718,3.37410783490626e-05,0.6593440265,0.6274019075,"high",28,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",16
"u3iW3nir4B0IR8CR0ode","u3iW3nir4B0IR8CR0ode_responses_low.xlsx","Sheet1","Conf",0.0599363557,0.01,0.15,4.96626799228509e-07,5.47531046149431e-07,0.2575495276,0.5299680057,"low",28,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",16
"u8MAPKac0E0HQTqgxI8I","u8MAPKac0E0HQTqgxI8I_responses_high.xlsx","Sheet1","Conf",0.2592498121,0.1,0.35,0.1030678183,1.76679305189537e-05,0.5911389885,0.6511427588,"high",26,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",10
"u8MAPKac0E0HQTqgxI8I","u8MAPKac0E0HQTqgxI8I_responses_low.xlsx","Sheet1","Conf",0.374856616,0,0.5,1.0619310374,0.4672972419,1.7104390821,0.8584942347,"low",26,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",10
"U9EAb2w2B71kbw3duyDO","U9EAb2w2B71kbw3duyDO_responses_high.xlsx","Sheet1","Conf",3.16224811650749e-06,0,0.25,0.2695470237,0,0.5269880455,0.5755809822,"high",28,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",14
"U9EAb2w2B71kbw3duyDO","U9EAb2w2B71kbw3duyDO_responses_low.xlsx","Sheet1","Conf",0.1941272929,0.04,0.3,3.56340431608758e-07,4.5479072283555e-07,0.3985721787,0.5970633852,"low",28,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",14
"uE8Vx0FQANiJLgPkWV5D","uE8Vx0FQANiJLgPkWV5D_responses_high.xlsx","Sheet1","Conf",0.2668366956,0,0.4,0.0164944084,2.77249012734024e-05,0.5762609016,0.6368293126,"high",42,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",45
"uE8Vx0FQANiJLgPkWV5D","uE8Vx0FQANiJLgPkWV5D_responses_low.xlsx","Sheet1","Conf",0.3611175594,0.25,0.45,6.15165627098247e-08,1.05214198378644e-07,0.295299971,0.6805584006,"low",42,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",45
"uoSCiUAEQ7bdSfudxpHU","uoSCiUAEQ7bdSfudxpHU_responses_high.xlsx","Sheet1","Conf",0.1627577713,0,0.3,0.4272444951,3.35317486886698e-05,0.8836877139,0.6807717486,"high",36,"male","High Start","Clump",TRUE,"unknown",TRUE,"turker",16
"uoSCiUAEQ7bdSfudxpHU","uoSCiUAEQ7bdSfudxpHU_responses_low.xlsx","Sheet1","Conf",0.1216406234,0,0.25,0.6063593875,0.1375835276,1.0448699305,0.7065849521,"low",36,"male","High Start","Clump",TRUE,"unknown",TRUE,"turker",16
"UQTagLh9hm8gpn1pilEx","UQTagLh9hm8gpn1pilEx_responses_high.xlsx","Sheet1","Conf",7.85006909940473e-08,0,0.35,0.5353536061,0.024710815,0.7976618265,0.647489513,"high",55,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",18
"UQTagLh9hm8gpn1pilEx","UQTagLh9hm8gpn1pilEx_responses_low.xlsx","Sheet1","Conf",0.0611320622,0,0.2,4.66336496353133e-09,4.8965332117079e-09,0.2292052129,0.5305657282,"low",55,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",18
"usKwVqlsbBrkbBI56vcl","usKwVqlsbBrkbBI56vcl_responses_high.xlsx","Sheet1","Conf",4.86570581763643e-09,0,0.1,0.0327432771,3.46944695195361e-18,0.2917366956,0.5092355983,"high",67,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",19
"usKwVqlsbBrkbBI56vcl","usKwVqlsbBrkbBI56vcl_responses_low.xlsx","Sheet1","Conf",1.57236786480832e-06,0,0.25,0.4778034737,0.0254658285,0.7478537636,0.6322652177,"low",67,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",19
"UWVWNDM2VUUUOK1r0FAj","UWVWNDM2VUUUOK1r0FAj_responses_high.xlsx","Sheet1","Conf",0.4481345854,0,0.5,0.1085493597,4.25064746659327e-05,1.0031227346,0.7409491407,"high",44,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",12
"UWVWNDM2VUUUOK1r0FAj","UWVWNDM2VUUUOK1r0FAj_responses_low.xlsx","Sheet1","Conf",0.0926190139,0,0.8,1.4846089431,3.49603025083114e-05,1.8352432863,0.8666960814,"low",44,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",12
"UXdFhdXS7c6n1mbPo55H","UXdFhdXS7c6n1mbPo55H_responses_high.xlsx","Sheet1","Conf",0.5431822639,0,0.7,1.6262763785,1.0490572901,2.4718381861,0.9428600272,"high",30,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",41
"UXdFhdXS7c6n1mbPo55H","UXdFhdXS7c6n1mbPo55H_responses_low.xlsx","Sheet1","Conf",0.2389438314,0,0.4,1.4833608826,1.0696885852,1.9770043979,0.8880382013,"low",30,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",41
"uXRaDJQTxvPqftarxajE","uXRaDJQTxvPqftarxajE_responses_high.xlsx","Sheet1","Conf",0.0610455289,0,0.15,0.9212076554,0.2661476835,1.5843035159,0.7583159461,"high",37,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",17
"uXRaDJQTxvPqftarxajE","uXRaDJQTxvPqftarxajE_responses_low.xlsx","Sheet1","Conf",0.4040607408,0.3,0.5,0.1062499762,5.35284177328225e-05,0.9898410384,0.7198750557,"low",37,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",17
"UYGETxIi2KFC671yteAT","UYGETxIi2KFC671yteAT_responses_high.xlsx","Sheet1","Conf",1.83530100134889e-07,0,0.35,1.273969429,0.8466052898,1.585571834,0.8161610277,"high",25,"female","Low Start","Clump",TRUE,"unknown",TRUE,"turker",26
"UYGETxIi2KFC671yteAT","UYGETxIi2KFC671yteAT_responses_low.xlsx","Sheet1","Conf",2.04150577834251e-07,0,0.4,1.2575561137,0.7679120932,1.5655344309,0.8130590515,"low",25,"female","Low Start","Clump",TRUE,"unknown",TRUE,"turker",26
"v2DAxkJ9DrNxxMdrEgcL","v2DAxkJ9DrNxxMdrEgcL_responses_high.xlsx","Sheet1","Conf",0.3024991264,0.075,0.4,0.0791582136,5.6329913409772e-05,0.6398641163,0.6668163678,"high",34,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",19
"v2DAxkJ9DrNxxMdrEgcL","v2DAxkJ9DrNxxMdrEgcL_responses_low.xlsx","Sheet1","Conf",0.2990317425,0,0.5,0.6684422513,0.0066621779,1.228857993,0.776932075,"low",34,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",19
"Va3DKSw262QBcXk3Q8gT","Va3DKSw262QBcXk3Q8gT_responses_high.xlsx","Sheet1","Conf",0.9489364681,0,0.9,0.0003978944,3.86196103460645e-05,2.4649041777,0.9744734075,"high",29,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",36
"Va3DKSw262QBcXk3Q8gT","Va3DKSw262QBcXk3Q8gT_responses_low.xlsx","Sheet1","Conf",5.8660869003692e-05,0,0.1,6.44715233647812e-06,2.46259306188634e-06,0.1448704558,0.5000308624,"low",29,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",36
"VDJgef9T10CQYlGSteli","VDJgef9T10CQYlGSteli_responses_high.xlsx","Sheet1","Conf",0.0513621029,0,0.3,0.2947328341,2.42861286636753e-17,0.6705756363,0.6039857271,"high",27,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",15
"VDJgef9T10CQYlGSteli","VDJgef9T10CQYlGSteli_responses_low.xlsx","Sheet1","Conf",0.0525290731,0,0.3,0.2144980645,3.54627539476894e-05,0.5936081926,0.5833755054,"low",27,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",15
"vduwI0sxkup0yEpVu7MI","vduwI0sxkup0yEpVu7MI_responses_high.xlsx","Sheet1","Conf",1.27e-06,0,0.3,0.4314251526,3.4636e-05,0.6860378168,0.6198413562,"high",37,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",23
"vduwI0sxkup0yEpVu7MI","vduwI0sxkup0yEpVu7MI_responses_low.xlsx","Sheet1","Conf",0,0,0.05,0,0,0.096308765,0.4999997133,"low",37,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",23
"vftJ9uoivugqTtm9pkgV","vftJ9uoivugqTtm9pkgV_responses_high.xlsx","Sheet1","Conf",0.5327521058,0.35,0.6,0.6351767647,5.28687230811905e-05,1.3325233761,0.8473656466,"high",31,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",30
"vftJ9uoivugqTtm9pkgV","vftJ9uoivugqTtm9pkgV_responses_low.xlsx","Sheet1","Conf",0.5053803561,0.15,0.6,1.001331832,0.2007222739,1.8002015996,0.8815592966,"low",31,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",30
"Vj7GOPMiaXha1AwjaGVE","Vj7GOPMiaXha1AwjaGVE_responses_high.xlsx","Sheet1","Conf",0.7720060877,0,0.8,3.2369064348,2.362437189,4.6727439224,0.9974816639,"high",32,"female","High Start","Even",TRUE,"unknown",TRUE,"turker",47
"Vj7GOPMiaXha1AwjaGVE","Vj7GOPMiaXha1AwjaGVE_responses_low.xlsx","Sheet1","Conf",0.3946460509,0,0.5,2.4170810778,1.8175714065,3.1456396186,0.9735378571,"low",32,"female","High Start","Even",TRUE,"unknown",TRUE,"turker",47
"vov0WP14j8bV65Um08Fk","vov0WP14j8bV65Um08Fk_responses_high.xlsx","Sheet1","Conf",7.668e-06,0,0.1,1.40116864895547e-06,5.35198799930221e-07,0.1187159275,0.5000039426,"high",29,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",50
"vov0WP14j8bV65Um08Fk","vov0WP14j8bV65Um08Fk_responses_low.xlsx","Sheet1","Conf",6.60582699651967e-16,0,0.15,2.57812499999975e-05,9.84756122754081e-06,0.1917320029,0.5000069861,"low",29,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",50
"VQ7edrtfKUTL6HwTB3mB","VQ7edrtfKUTL6HwTB3mB_responses_high.xlsx","Sheet1","Conf",0.276787315,0,0.5,1.0617889586,0.1157820142,1.7270263573,0.8362737121,"high",66,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",19
"VQ7edrtfKUTL6HwTB3mB","VQ7edrtfKUTL6HwTB3mB_responses_low.xlsx","Sheet1","Conf",0.6705443344,0,0.8,1.1992653939,4.59437807271431e-05,2.4536343198,0.9346961408,"low",66,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",19
"VR32QsoMOsnV9VwbMWc1","VR32QsoMOsnV9VwbMWc1_responses_high.xlsx","Sheet1","Conf",0.0638772084,0,0.9,2.0420262364,6.04951265669428e-05,2.4989362845,0.9303715973,"high",35,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",41
"VR32QsoMOsnV9VwbMWc1","VR32QsoMOsnV9VwbMWc1_responses_low.xlsx","Sheet1","Conf",3.26029380778168e-05,0,0.7,1.4059063813,0.1478746869,1.7074064332,0.8399241459,"low",35,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",41
"VrwHs4SrXXX93pGPJTcP","VrwHs4SrXXX93pGPJTcP_responses_high.xlsx","Sheet1","Conf",0.2182444016,0.1,0.3,1.96529745465504e-06,1.10909156852901e-06,0.4406180896,0.609122285,"high",39,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",11
"VrwHs4SrXXX93pGPJTcP","VrwHs4SrXXX93pGPJTcP_responses_low.xlsx","Sheet1","Conf",0.6693838572,0,0.8,0.903563286,3.9873e-05,1.9676017323,0.9135637969,"low",39,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",11
"VSvMan4UTCS7Yhu6Pyal","VSvMan4UTCS7Yhu6Pyal_responses_high.xlsx","Sheet1","Conf",0.1076760089,0,0.2,1.210919393,0.8166023574,1.6740299226,0.825166717,"high",53,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",17
"VSvMan4UTCS7Yhu6Pyal","VSvMan4UTCS7Yhu6Pyal_responses_low.xlsx","Sheet1","Conf",0.6363319839,0,0.7,1.8046070335,1.0413936744,2.9410258089,0.963280535,"low",53,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",17
"W6S1fJrUia28cHcleqUG","W6S1fJrUia28cHcleqUG_responses_high.xlsx","Sheet1","Conf",0.7601907664,0,0.9,7.8231226261,0.6899756958,8.3706632793,0.9999997095,"high",55,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",45
"W6S1fJrUia28cHcleqUG","W6S1fJrUia28cHcleqUG_responses_low.xlsx","Sheet1","Conf",0.1124086644,0,0.9,8.0672488881,1.2418686188,8.3706591525,0.9999997082,"low",55,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",45
"W7JSi5rwb0XJ9fIArcYM","W7JSi5rwb0XJ9fIArcYM_responses_high.xlsx","Sheet1","Conf",2.4591465626153e-06,0,0.02,2.91914450962259e-05,1.11501398460318e-05,0.0852194104,0.5000091777,"high",35,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",52
"W7JSi5rwb0XJ9fIArcYM","W7JSi5rwb0XJ9fIArcYM_responses_low.xlsx","Sheet1","Conf",0.1703308266,0.01,0.3,0.5597575515,0.1221347256,0.9451857344,0.7128319554,"low",35,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",52
"wBOwfk52FUpqIst0CXCM","wBOwfk52FUpqIst0CXCM_responses_high.xlsx","Sheet1","Conf",4.36329248061165e-06,0,0.6,0.913188588,5.55792683972818e-05,1.1715988634,0.7407710833,"high",29,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",43
"wBOwfk52FUpqIst0CXCM","wBOwfk52FUpqIst0CXCM_responses_low.xlsx","Sheet1","Conf",8.72779637576159e-07,0,0.05,1.1645e-05,4.448e-06,0.109910797,0.5000034347,"low",29,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",43
"WftaLTNIChyWE2WOvVBG","WftaLTNIChyWE2WOvVBG_responses_high.xlsx","Sheet1","Conf",4.8e-08,0,0.075,0.1412907176,7.63278329429795e-17,0.4000754232,0.539790903,"high",57,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",17
"WftaLTNIChyWE2WOvVBG","WftaLTNIChyWE2WOvVBG_responses_low.xlsx","Sheet1","Conf",0.4383995014,0.15,0.5,0.1064127475,2.12194854726533e-05,0.8285012271,0.7360418913,"low",57,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",17
"WGbdF8gIsIWqkBY3EHiB","WGbdF8gIsIWqkBY3EHiB_responses_high.xlsx","Sheet1","Conf",0.085759994,0.01,0.2,0.1881145027,5.55111512312578e-17,0.5256564469,0.5912521828,"high",32,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",12
"WGbdF8gIsIWqkBY3EHiB","WGbdF8gIsIWqkBY3EHiB_responses_low.xlsx","Sheet1","Conf",0.2590000101,0,0.4,1.2368439629,0.8046243667,1.7567943718,0.8585420459,"low",32,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",12
"wpFmGJyMvJXPSmwqoa8i","wpFmGJyMvJXPSmwqoa8i_responses_high.xlsx","Sheet1","Conf",0.3490419582,0,0.5,0.1949637567,9.71445146547012e-17,0.8214695293,0.7102091343,"high",56,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",29
"wpFmGJyMvJXPSmwqoa8i","wpFmGJyMvJXPSmwqoa8i_responses_low.xlsx","Sheet1","Conf",0.1885824341,0,0.4,0.4273504842,3.35867516972255e-05,0.9094818666,0.6906414842,"low",56,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",29
"WrCc3AjdDjLp8d89oQXS","WrCc3AjdDjLp8d89oQXS_responses_high.xlsx","Sheet1","Conf",1.30824191729063e-07,0,0.075,0.0261266191,3.86313253317956e-05,0.2825509675,0.5073695416,"high",45,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",14
"WrCc3AjdDjLp8d89oQXS","WrCc3AjdDjLp8d89oQXS_responses_low.xlsx","Sheet1","Conf",0.2430480112,0,0.45,0.4881899904,4.97506997408834e-05,1.0068475401,0.7237341157,"low",45,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",14
"wRhqynXuCTsy1cbeeTHo","wRhqynXuCTsy1cbeeTHo_responses_high.xlsx","Sheet1","Conf",1.57877183548649e-15,0,0.075,6.44531249999742e-06,2.46189030688446e-06,0.0680395005,0.5000015315,"high",28,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",22
"wRhqynXuCTsy1cbeeTHo","wRhqynXuCTsy1cbeeTHo_responses_low.xlsx","Sheet1","Conf",3.95516952522712e-16,0,0.3,0.00103125,1.96951224550826e-05,0.2552269651,0.5002906236,"low",28,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",22
"wWhc8kwutEpgoN8jPsJ9","wWhc8kwutEpgoN8jPsJ9_responses_high.xlsx","Sheet1","Conf",9.4382267930375e-08,0,0.25,0.5832689179,0.2250962248,0.8571737385,0.6599888513,"high",28,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",16
"wWhc8kwutEpgoN8jPsJ9","wWhc8kwutEpgoN8jPsJ9_responses_low.xlsx","Sheet1","Conf",0.2285353163,0.05,0.35,2.707e-06,1.38561007217619e-06,0.4391688914,0.6142678951,"low",28,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",16
"x0TCfkETI2GUXGkQJ2Fp","x0TCfkETI2GUXGkQJ2Fp_responses_high.xlsx","Sheet1","Conf",2.70336386583921e-10,0,0.15,0.3364104013,3.6780086086532e-05,0.5942614466,0.5940118813,"high",21,"female","Low Start","Even",FALSE,"7",TRUE,"volunteer",18
"x0TCfkETI2GUXGkQJ2Fp","x0TCfkETI2GUXGkQJ2Fp_responses_low.xlsx","Sheet1","Conf",0.4250746386,0,0.7,1.0168686879,6.64934915575001e-05,1.758309836,0.8642829692,"low",21,"female","Low Start","Even",FALSE,"7",TRUE,"volunteer",18
"x7wx2unDwh1a4lGBDfxs","x7wx2unDwh1a4lGBDfxs_responses_high.xlsx","Sheet1","Conf",1.08933347251588e-07,0,0.075,0.0023409545,0,0.2611459352,0.5006601385,"high",35,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",15
"x7wx2unDwh1a4lGBDfxs","x7wx2unDwh1a4lGBDfxs_responses_low.xlsx","Sheet1","Conf",0.0258899267,0,0.15,6.3222539183061e-19,6.3222539183061e-19,0.2732628948,0.5129446693,"low",35,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",15
"xCp0T48eCHFnCiyP1bkU","xCp0T48eCHFnCiyP1bkU_responses_high.xlsx","Sheet1","Conf",0.6868928341,0.6,0.7,7.78527350469781e-06,6.8157974871743e-06,0.909061011,0.8434466211,"high",30,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",20
"xCp0T48eCHFnCiyP1bkU","xCp0T48eCHFnCiyP1bkU_responses_low.xlsx","Sheet1","Conf",0.7817151258,0.8,0.8,3.95121728439502e-06,3.63214364442162e-06,0.5362162602,0.8908572955,"low",30,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",20
"XGdcELFHo4a3VHrTydc6","XGdcELFHo4a3VHrTydc6_responses_high.xlsx","Sheet1","Conf",8.31259855811569e-07,0,0.3,0.7367989245,0.2606359476,1.0295830951,0.6988150118,"high",43,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",20
"XGdcELFHo4a3VHrTydc6","XGdcELFHo4a3VHrTydc6_responses_low.xlsx","Sheet1","Conf",0.1586114929,0,0.5,0.8378953083,0.1404907418,1.2834907992,0.7671335608,"low",43,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",20
"xjtSL8rE1INFgXmmCW6H","xjtSL8rE1INFgXmmCW6H_responses_high.xlsx","Sheet1","Conf",0.1277433687,0.03,0.2,9.17673110961836e-07,4.26059175176589e-07,0.2627126151,0.5638715869,"high",40,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",26
"xjtSL8rE1INFgXmmCW6H","xjtSL8rE1INFgXmmCW6H_responses_low.xlsx","Sheet1","Conf",1.15501161626198e-05,0,0.5,1.7508460056,0.9922958076,2.1492110321,0.8921494262,"low",40,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",26
"xv5SkMFpL3NNn5fcqTOL","xv5SkMFpL3NNn5fcqTOL_responses_high.xlsx","Sheet1","Conf",0.0035090015,0,0.075,0.0173884124,1.12144941395586e-05,0.3186384661,0.5066420582,"high",34,"male","Low Start","Even",FALSE,"5",TRUE,"turker",18
"xv5SkMFpL3NNn5fcqTOL","xv5SkMFpL3NNn5fcqTOL_responses_low.xlsx","Sheet1","Conf",8.16429455574632e-07,0,0.25,1.2957956036,0.8366044981,1.6214304582,0.8202361185,"low",34,"male","Low Start","Even",FALSE,"5",TRUE,"turker",18
"y4wnaymqkaxJU4kudXrM","y4wnaymqkaxJU4kudXrM_responses_high.xlsx","Sheet1","Conf",0.6669408414,0,0.8,6.7069758259,1.7509209434,7.1553751181,0.9999993619,"high",28,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",56
"y4wnaymqkaxJU4kudXrM","y4wnaymqkaxJU4kudXrM_responses_low.xlsx","Sheet1","Conf",0.0032397986,0,0.7,6.7115341445,6.39946433930124e-05,7.1553686327,0.9999986781,"low",28,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",56
"Y7fCuGwUSmiKQNI2cv3v","Y7fCuGwUSmiKQNI2cv3v_responses_high.xlsx","Sheet1","Conf",0.4857758268,0,0.6,1.6408813562,1.0845094724,2.4092782052,0.9367667197,"high",51,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",25
"Y7fCuGwUSmiKQNI2cv3v","Y7fCuGwUSmiKQNI2cv3v_responses_low.xlsx","Sheet1","Conf",0.0285708632,0,0.1,0.3348086474,4.0838187855618e-05,0.6862487053,0.6051845533,"low",51,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",25
"Y8xH7aHbW62k5VhEq5Wd","Y8xH7aHbW62k5VhEq5Wd_responses_high.xlsx","Sheet1","Conf",3.68140298884788e-07,0,0.5,0.6796726203,0.0030098612,1.1270841404,0.6845998153,"high",38,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",38
"Y8xH7aHbW62k5VhEq5Wd","Y8xH7aHbW62k5VhEq5Wd_responses_low.xlsx","Sheet1","Conf",0.0001771765,0,0.25,3.50457429886024e-06,1.33862826606528e-06,0.2895414263,0.50008929,"low",38,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",38
"yAFP0tIMGn8OWNwcEE1q","yAFP0tIMGn8OWNwcEE1q_responses_high.xlsx","Sheet1","Conf",6.35593782880044e-07,0,0.04,1.38785266684269e-05,5.30112547356725e-06,0.187699597,0.5000039462,"high",33,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",7
"yAFP0tIMGn8OWNwcEE1q","yAFP0tIMGn8OWNwcEE1q_responses_low.xlsx","Sheet1","Conf",0.3142003944,0,0.5,0.3213746534,5.55111512312578e-17,1.0451287614,0.7187421993,"low",33,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",7
"yBx39cGei0nxtXOlVGVP","yBx39cGei0nxtXOlVGVP_responses_high.xlsx","Sheet1","Conf",0.2904767529,0.2,0.35,0.4856069444,4.78667242161918e-05,1.065970353,0.7405569815,"high",29,"other","High Start","Even",TRUE,"unknown",TRUE,"turker",15
"yBx39cGei0nxtXOlVGVP","yBx39cGei0nxtXOlVGVP_responses_low.xlsx","Sheet1","Conf",0.5675386033,0.45,0.6,0.5840964228,5.13514308258538e-05,1.326163237,0.8530508299,"low",29,"other","High Start","Even",TRUE,"unknown",TRUE,"turker",15
"yCHJLNQk8VgvKkryAVpp","yCHJLNQk8VgvKkryAVpp_responses_high.xlsx","Sheet1","Conf",5.84590172790965e-08,0,0.25,0.1755983535,3.63899438573607e-05,0.4215904193,0.549408129,"high",34,"other","High Start","Even",TRUE,"unknown",FALSE,"turker",10
"yCHJLNQk8VgvKkryAVpp","yCHJLNQk8VgvKkryAVpp_responses_low.xlsx","Sheet1","Conf",0.2106634094,0,0.45,0.1479092377,6.93889390390723e-18,0.6191376941,0.6382060609,"low",34,"other","High Start","Even",TRUE,"unknown",FALSE,"turker",10
"yeySjRDpegf6A34FEOqD","yeySjRDpegf6A34FEOqD_responses_high.xlsx","Sheet1","Conf",3.09491744230677e-07,0,0.35,0.9020631818,0.4079992571,1.3200534865,0.7382157504,"high",30,"male","High Start","Clump",TRUE,"unknown",TRUE,"turker",16
"yeySjRDpegf6A34FEOqD","yeySjRDpegf6A34FEOqD_responses_low.xlsx","Sheet1","Conf",7.83542766693554e-06,0,0.15,1.01541451235805e-05,3.87853831050874e-06,0.1429117728,0.5000064955,"low",30,"male","High Start","Clump",TRUE,"unknown",TRUE,"turker",16
"YF2iVh3DUpa7xnsQ9q9v","YF2iVh3DUpa7xnsQ9q9v_responses_high.xlsx","Sheet1","Conf",0.2210722837,0.02,0.35,2.43013489943548e-08,2.813184912959e-08,0.3897654108,0.6105357972,"high",58,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",23
