"Participant","File","Task.Condition","Fit.type","R","Rmin","Rmax","dprime","dmin","dmax","AUROC","Frequency","Age","Sex","LowOrHighStart","ClumpedOrEven","NativeSpeaker","EngAoA","Bilingual","WorkerType","TimeToCompletion"
"fI0bT2B8KCvOUsMH4cmO","fI0bT2B8KCvOUsMH4cmO_responses_high.xlsx","Sheet1","Conf",0.081062569,0,0.15,0.3869046855,3.72344746906415e-05,0.89514843,0.6395900788,"high",50,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",15
"fI0bT2B8KCvOUsMH4cmO","fI0bT2B8KCvOUsMH4cmO_responses_low.xlsx","Sheet1","Conf",0.5389264782,0.2,0.7,1.4614109552,0.373935745,2.1797656816,0.9305092224,"low",50,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",15
"fLVLDMAxrDiqOTRg1WYl","fLVLDMAxrDiqOTRg1WYl_responses_high.xlsx","Sheet1","Conf",0.200787188,0,0.45,0.316599867,0,0.8521643378,0.6711801623,"high",35,"female","High Start","Clump",TRUE,"unknown",TRUE,"turker",26
"fLVLDMAxrDiqOTRg1WYl","fLVLDMAxrDiqOTRg1WYl_responses_low.xlsx","Sheet1","Conf",0.2050008995,0.04,0.35,3.10598884117849e-07,3.96411629132685e-07,0.4020844692,0.602500174,"low",35,"female","High Start","Clump",TRUE,"unknown",TRUE,"turker",26
"fMgAnF1NJ9lvbUgiWURx","fMgAnF1NJ9lvbUgiWURx_responses_high.xlsx","Sheet1","Conf",0.0051241149,0,0.075,0.0646889303,3.58521848090933e-05,0.3475674249,0.5207103437,"high",37,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",15
"fMgAnF1NJ9lvbUgiWURx","fMgAnF1NJ9lvbUgiWURx_responses_low.xlsx","Sheet1","Conf",0.4215466261,0.03,0.6,0.6162983575,7.7715611723761e-16,1.3300833259,0.8082453035,"low",37,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",15
"FNkfqnyOpNtvEqN7MYfc","FNkfqnyOpNtvEqN7MYfc_responses_high.xlsx","Sheet1","Conf",0.421553751,0.3,0.5,3.70913028353511e-07,6.66106508372678e-07,0.5598135069,0.7107765285,"high",68,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",27
"FNkfqnyOpNtvEqN7MYfc","FNkfqnyOpNtvEqN7MYfc_responses_low.xlsx","Sheet1","Conf",0.0925184355,0,0.2,6.39524793975462e-07,6.71501033674235e-07,0.3835088072,0.5462590683,"low",68,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",27
"fOVJ0nYV8S8AQdOUSt3Q","fOVJ0nYV8S8AQdOUSt3Q_responses_high.xlsx","Sheet1","Conf",0.8118364385,0.7,0.8,5.23567199707065e-07,4.8128744636599e-07,0.8910299084,0.9059177277,"high",30,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",23
"fOVJ0nYV8S8AQdOUSt3Q","fOVJ0nYV8S8AQdOUSt3Q_responses_low.xlsx","Sheet1","Conf",0.5753960747,0.45,0.7,4.32556647483613e-06,3.4348454126632e-06,0.6154222574,0.7876981039,"low",30,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",23
"Fr4XGLJm6EIgpNw0WyD4","Fr4XGLJm6EIgpNw0WyD4_responses_high.xlsx","Sheet1","Conf",1.21131085320455e-08,0,0.05,0.2728452209,3.39543970894156e-05,0.6856524252,0.5764930984,"high",30,"female","Low Start","Clump",TRUE,"unknown",TRUE,"turker",9
"Fr4XGLJm6EIgpNw0WyD4","Fr4XGLJm6EIgpNw0WyD4_responses_low.xlsx","Sheet1","Conf",1e-08,0,0.04,0.2278154045,4.974251369337e-05,0.6391747634,0.5639883863,"low",30,"female","Low Start","Clump",TRUE,"unknown",TRUE,"turker",9
"Fsm4xsL3xyfP3uUeFBtE","Fsm4xsL3xyfP3uUeFBtE_responses_high.xlsx","Sheet1","Conf",0.0384838318,0,0.2,0.6849505371,0.2628125832,1.0416648472,0.6980117882,"high",23,"male","Low Start","Even",TRUE,"unknown",TRUE,"turker",13
"Fsm4xsL3xyfP3uUeFBtE","Fsm4xsL3xyfP3uUeFBtE_responses_low.xlsx","Sheet1","Conf",1.38178038656775e-05,0,0.05,1.69950351119235e-06,6.49152577275692e-07,0.1319936708,0.5000071017,"low",23,"male","Low Start","Even",TRUE,"unknown",TRUE,"turker",13
"FThcQwVl7lBbPmbqijLk","FThcQwVl7lBbPmbqijLk_responses_high.xlsx","Sheet1","Conf",0.1667803092,0,0.3,0.31082471,3.5061659960789e-05,0.7436704466,0.6558642972,"high",47,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",12
"FThcQwVl7lBbPmbqijLk","FThcQwVl7lBbPmbqijLk_responses_low.xlsx","Sheet1","Conf",0.1534305955,0,0.3,0.6840313726,0.2012521569,1.135935921,0.733918415,"low",47,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",12
"g3hR3K9F4Bb28KbBMUPn","g3hR3K9F4Bb28KbBMUPn_responses_high.xlsx","Sheet1","Conf",8.69311867385279e-07,0,0.4,0.8635831593,0.2277501413,1.3165210007,0.7292827996,"high",25,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",18
"g3hR3K9F4Bb28KbBMUPn","g3hR3K9F4Bb28KbBMUPn_responses_low.xlsx","Sheet1","Conf",2.31504268879968e-15,0,0.02,3.22265624999741e-06,1.23094515344173e-06,0.0333344171,0.5000006224,"low",25,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",18
"g9GYR9WIOjvQIf2Ptry2","g9GYR9WIOjvQIf2Ptry2_responses_high.xlsx","Sheet1","Conf",7.544795779331e-10,0,0.5,0.8456619078,0.2568930245,1.2365352988,0.7250708242,"high",29,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",30
"g9GYR9WIOjvQIf2Ptry2","g9GYR9WIOjvQIf2Ptry2_responses_low.xlsx","Sheet1","Conf",1.42333398314913e-07,0,0.25,0.078040382,4.09990718356536e-05,0.3641144775,0.5220033983,"low",29,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",30
"GC31FbnjdKe80uqcQH31","GC31FbnjdKe80uqcQH31_responses_high.xlsx","Sheet1","Conf",0.1740754386,0,0.35,0.4922933769,0.0166832353,0.920388955,0.6994614143,"high",57,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",14
"GC31FbnjdKe80uqcQH31","GC31FbnjdKe80uqcQH31_responses_low.xlsx","Sheet1","Conf",0.2639924339,0.05,0.4,0.3797198531,4.58836420491337e-05,0.8468370146,0.7098976961,"low",57,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",14
"gk6eMjDNtUySn0U9wtR4","gk6eMjDNtUySn0U9wtR4_responses_high.xlsx","Sheet1","Conf",0.0364497246,0,0.15,0.5582267296,0.1880320259,0.8947244029,0.6661077717,"high",30,"male","Low Start","Clump",FALSE,"12",TRUE,"turker",13
"gk6eMjDNtUySn0U9wtR4","gk6eMjDNtUySn0U9wtR4_responses_low.xlsx","Sheet1","Conf",0.0699798128,0,0.15,0.080291309,2.79229007794902e-05,0.4534049416,0.5560430292,"low",30,"male","Low Start","Clump",FALSE,"12",TRUE,"turker",13
"guHJc4v7958HPlfQyyLq","guHJc4v7958HPlfQyyLq_responses_high.xlsx","Sheet1","Conf",0.0395226563,0,0.2,0.2421951664,3.42966612917502e-05,0.5635034484,0.5850633989,"high",48,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",29
"guHJc4v7958HPlfQyyLq","guHJc4v7958HPlfQyyLq_responses_low.xlsx","Sheet1","Conf",0.136189657,0,0.25,0.0539046679,1.75513012098245e-05,0.501942738,0.5812266275,"low",48,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",29
"gwUVwxWFv1FLS2I4L9KN","gwUVwxWFv1FLS2I4L9KN_responses_high.xlsx","Sheet1","Conf",7.26526195656818e-09,0,0.05,1.4328259005,1.1153587079,1.7559049451,0.8445080538,"high",47,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",47
"gwUVwxWFv1FLS2I4L9KN","gwUVwxWFv1FLS2I4L9KN_responses_low.xlsx","Sheet1","Conf",2.45366982199199e-08,0,0.05,1.2682246158,0.9592459539,1.5821870226,0.8150789422,"low",47,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",47
"Haj0kheBS6F8QtdMi95i","Haj0kheBS6F8QtdMi95i_responses_high.xlsx","Sheet1","Conf",0.1135977513,0,0.2,0.6698141059,0.263599448,1.0900750855,0.718228518,"high",40,"male","Low Start","Even",TRUE,"unknown",TRUE,"volunteer",8
"Haj0kheBS6F8QtdMi95i","Haj0kheBS6F8QtdMi95i_responses_low.xlsx","Sheet1","Conf",0.5289265012,0,0.6,1.5729738617,0.9182686499,2.3457885806,0.9373407711,"low",40,"male","Low Start","Even",TRUE,"unknown",TRUE,"volunteer",8
"Hbco4qGiMfx4NgLFfwrX","Hbco4qGiMfx4NgLFfwrX_responses_high.xlsx","Sheet1","Conf",1.37353385388242e-06,0,0.3,0.1026280836,3.46944695195361e-17,0.3736805905,0.5289258172,"high",29,"male","Low Start","Even",FALSE,"5",TRUE,"turker",27
"Hbco4qGiMfx4NgLFfwrX","Hbco4qGiMfx4NgLFfwrX_responses_low.xlsx","Sheet1","Conf",0.2454175332,0,0.45,1.51616993853973e-07,1.59197843546672e-07,0.4690597105,0.6227084419,"low",29,"male","Low Start","Even",FALSE,"5",TRUE,"turker",27
"Hc2Si80G6Y7wOn4wfWlK","Hc2Si80G6Y7wOn4wfWlK_responses_high.xlsx","Sheet1","Conf",4.53219632618538e-07,0,0.25,0.5319969944,3.7406e-05,0.7968069769,0.646607839,"high",37,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",24
"Hc2Si80G6Y7wOn4wfWlK","Hc2Si80G6Y7wOn4wfWlK_responses_low.xlsx","Sheet1","Conf",0.2991179789,0.2,0.4,3.74761154662729e-08,6.1e-08,0.5556782336,0.6495586245,"low",37,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",24
"HdfMS9EbaT0oCN8jVDpf","HdfMS9EbaT0oCN8jVDpf_responses_high.xlsx","Sheet1","Conf",9.44036382782469e-08,0,0.1,0.1218128293,3.76794371466688e-05,0.3657038174,0.5343200779,"high",30,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",19
"HdfMS9EbaT0oCN8jVDpf","HdfMS9EbaT0oCN8jVDpf_responses_low.xlsx","Sheet1","Conf",1.417e-06,0,0.4,0.4848030466,2.60208521396521e-18,0.7307503571,0.6341285954,"low",30,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",19
"Hf6UMFxJGslMe6bsjoTw","Hf6UMFxJGslMe6bsjoTw_responses_high.xlsx","Sheet1","Conf",0.035847339,0,0.2,0.3890138277,4.0885e-05,0.7057264827,0.6224090158,"high",30,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",12
"Hf6UMFxJGslMe6bsjoTw","Hf6UMFxJGslMe6bsjoTw_responses_low.xlsx","Sheet1","Conf",0.0951108807,0,0.3,0.7878526291,0.2517965658,1.1610262649,0.7387302212,"low",30,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",12
"HkNSMmUGVIv5Qcb1Gqdh","HkNSMmUGVIv5Qcb1Gqdh_responses_high.xlsx","Sheet1","Conf",0.1292181878,0,0.25,3.70231045042728e-07,3.88742597294864e-07,0.3809321036,0.5646088612,"high",30,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",55
"HkNSMmUGVIv5Qcb1Gqdh","HkNSMmUGVIv5Qcb1Gqdh_responses_low.xlsx","Sheet1","Conf",1.37875134086703e-05,0,0.1,9.43773193285026e-06,3.60489282163856e-06,0.2003660324,0.5000092694,"low",30,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",55
"HnBEWYoFfT65KVT6eDLJ","HnBEWYoFfT65KVT6eDLJ_responses_high.xlsx","Sheet1","Conf",0.9007692221,0,0.9,0.000398191,4.00215448961313e-05,2.0931525459,0.9503952131,"high",40,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",45
"HnBEWYoFfT65KVT6eDLJ","HnBEWYoFfT65KVT6eDLJ_responses_low.xlsx","Sheet1","Conf",7.85306006520348e-06,0,0.6,0.8792062494,6.32458363215298e-05,1.1542391437,0.7329298296,"low",40,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",45
"HVwPP1S1hKGJdqPluo0O","HVwPP1S1hKGJdqPluo0O_responses_high.xlsx","Sheet1","Conf",0.4631875871,0.2,0.5,0.338158515,3.41582181500032e-05,1.1856504541,0.7823176815,"high",32,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",41
"HVwPP1S1hKGJdqPluo0O","HVwPP1S1hKGJdqPluo0O_responses_low.xlsx","Sheet1","Conf",0.1647337458,0,0.7,2.0603213917,0.6973663838,2.5182921937,0.9393789927,"low",32,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",41
"hVySt3NLTToapmeTMJ2p","hVySt3NLTToapmeTMJ2p_responses_high.xlsx","Sheet1","Conf",0.1996741817,0.1,0.3,0.1807814593,1.38777878078145e-16,0.5356259198,0.6405405172,"high",35,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",20
"hVySt3NLTToapmeTMJ2p","hVySt3NLTToapmeTMJ2p_responses_low.xlsx","Sheet1","Conf",0.3532430536,0.25,0.5,0.3195123085,4.8139e-05,0.7276063335,0.7344230551,"low",35,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",20
"I7gecEebgxjdrDaut4rP","I7gecEebgxjdrDaut4rP_responses_high.xlsx","Sheet1","Conf",1.08134413338402e-07,0,0.3,0.9060693593,0.4786530759,1.2201484752,0.7391369615,"high",35,"male","High Start","Even",FALSE,"3",TRUE,"turker",19
"I7gecEebgxjdrDaut4rP","I7gecEebgxjdrDaut4rP_responses_low.xlsx","Sheet1","Conf",0.1196268719,0,0.45,0.5865458828,4.40751865851049e-05,0.9970263236,0.7014103746,"low",35,"male","High Start","Even",FALSE,"3",TRUE,"turker",19
"i8xMsFSpby0LMGrbDVDv","i8xMsFSpby0LMGrbDVDv_responses_high.xlsx","Sheet1","Conf",0.3515288319,0,0.5,0.1235416159,2.77555756156289e-17,0.8521803966,0.6983348749,"high",43,"male","High Start","Clump",FALSE,"6",TRUE,"turker",17
"i8xMsFSpby0LMGrbDVDv","i8xMsFSpby0LMGrbDVDv_responses_low.xlsx","Sheet1","Conf",0.1452932057,0,0.35,0.2554502302,5.55111512312578e-17,0.697452496,0.6339041899,"low",43,"male","High Start","Clump",FALSE,"6",TRUE,"turker",17
"idqM1Q6aXIRxAV7HNbHu","idqM1Q6aXIRxAV7HNbHu_responses_high.xlsx","Sheet1","Conf",7.64738297324189e-07,0,0.3,0.2657904099,2.77555756156289e-17,0.5362708949,0.5745390569,"high",31,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",19
"idqM1Q6aXIRxAV7HNbHu","idqM1Q6aXIRxAV7HNbHu_responses_low.xlsx","Sheet1","Conf",4.64649064929807e-06,0,0.2,0.0774568119,4.48385468563587e-05,0.3404693211,0.5218411785,"low",31,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",19
"IIQVnTuxcpwDGQRnOwYu","IIQVnTuxcpwDGQRnOwYu_responses_high.xlsx","Sheet1","Conf",7.66919540640371e-06,0,0.3,0.7174764495,0.2178240834,0.9724075402,0.6940412732,"high",28,"male","High Start","Even",FALSE,"5",TRUE,"turker",17
"IIQVnTuxcpwDGQRnOwYu","IIQVnTuxcpwDGQRnOwYu_responses_low.xlsx","Sheet1","Conf",1.46239558490358e-07,0,0.01,1.81674514950372e-06,6.93934898213914e-07,0.0507419321,0.500000299,"low",28,"male","High Start","Even",FALSE,"5",TRUE,"turker",17
"IpiW8E0lAQjdUEsYIBet","IpiW8E0lAQjdUEsYIBet_responses_high.xlsx","Sheet1","Conf",4.4047904095989e-07,0,0.15,0.4540418059,0.096117321,0.7397020539,0.6259159137,"high",36,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",11
"IpiW8E0lAQjdUEsYIBet","IpiW8E0lAQjdUEsYIBet_responses_low.xlsx","Sheet1","Conf",0.3949228394,0,0.6,0.8264063109,0.0100941654,1.5504043203,0.8308867513,"low",36,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",11
"ISy44fPvT2NCYbwC0kpd","ISy44fPvT2NCYbwC0kpd_responses_high.xlsx","Sheet1","Conf",0.026945148,0,0.3,0.2267289755,4.22875705663201e-05,0.4936914842,0.5754423777,"high",35,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",51
"ISy44fPvT2NCYbwC0kpd","ISy44fPvT2NCYbwC0kpd_responses_low.xlsx","Sheet1","Conf",0.1860192299,0,0.45,0.2598029654,3.39166756113608e-05,0.7114160327,0.6523313414,"low",35,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",51
"iTL1V7fP1YGqcPCy2Cjj","iTL1V7fP1YGqcPCy2Cjj_responses_high.xlsx","Sheet1","Conf",0.3104554323,0,0.5,0.2986545254,2.48952246893584e-05,0.9692374136,0.7128918444,"high",21,"female","High Start","Clump",TRUE,"unknown",TRUE,"turker",22
"iTL1V7fP1YGqcPCy2Cjj","iTL1V7fP1YGqcPCy2Cjj_responses_low.xlsx","Sheet1","Conf",0.2473097996,0,0.5,0.4476122344,3.49996042787276e-05,1.0066257597,0.7171328173,"low",21,"female","High Start","Clump",TRUE,"unknown",TRUE,"turker",22
"J15rciYeG5vTkfRd8hEg","J15rciYeG5vTkfRd8hEg_responses_high.xlsx","Sheet1","Conf",0.2325782986,0,0.35,1.6852859905,1.2199782642,2.2793546585,0.9104462539,"high",35,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",33
"J15rciYeG5vTkfRd8hEg","J15rciYeG5vTkfRd8hEg_responses_low.xlsx","Sheet1","Conf",0.3006237843,0,0.45,1.8214726438,1.320387287,2.4290792637,0.930847334,"low",35,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",33
"J6W3sdGwDw0cCjCus81Q","J6W3sdGwDw0cCjCus81Q_responses_high.xlsx","Sheet1","Conf",0.098896461,0.02,0.15,1.57969594201179e-06,6.98499531606387e-07,0.4906329991,0.549448317,"high",42,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",13
"J6W3sdGwDw0cCjCus81Q","J6W3sdGwDw0cCjCus81Q_responses_low.xlsx","Sheet1","Conf",0.0712887758,0,0.35,1.0522826099,0.2116896227,1.4985947671,0.78786795,"low",42,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",13
"J7tB6OM47t3uPHFHCmL8","J7tB6OM47t3uPHFHCmL8_responses_high.xlsx","Sheet1","Conf",0.0151695154,0,0.45,0.9468840757,0.2036680979,1.2251928254,0.7522430097,"high",56,"female","Low Start","Even",TRUE,"unknown",TRUE,"turker",14
"J7tB6OM47t3uPHFHCmL8","J7tB6OM47t3uPHFHCmL8_responses_low.xlsx","Sheet1","Conf",0.1809842365,0,0.3,0.0243657791,5.55111512312578e-17,0.5233114751,0.5961209789,"low",56,"female","Low Start","Even",TRUE,"unknown",TRUE,"turker",14
"jC2lAXdlwhC53JyjuUgb","jC2lAXdlwhC53JyjuUgb_responses_high.xlsx","Sheet1","Conf",4.51548480842905e-06,0,0.2,0.0904854993,4.65137775776737e-05,0.3288656884,0.525509938,"high",23,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",23
"jC2lAXdlwhC53JyjuUgb","jC2lAXdlwhC53JyjuUgb_responses_low.xlsx","Sheet1","Conf",9.20167314440527e-07,0,0.5,0.9181643552,0.1900316382,1.197815688,0.7419083933,"low",23,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",23
"jdvoNWV5vugxHRn058yL","jdvoNWV5vugxHRn058yL_responses_high.xlsx","Sheet1","Conf",4.15e-07,0,0.25,0.9793616775,0.4130795427,1.4901922121,0.7556922858,"high",38,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",24
"jdvoNWV5vugxHRn058yL","jdvoNWV5vugxHRn058yL_responses_low.xlsx","Sheet1","Conf",4.5906888330997e-08,0,0.25,0.6593829369,0.0954475385,1.1052137146,0.679482926,"low",38,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",24
"JGeR1PaQq7n97hdGCmcw","JGeR1PaQq7n97hdGCmcw_responses_high.xlsx","Sheet1","Conf",0.8450658408,0.8,0.8,0.0469030698,4.1543e-05,1.4268121096,0.9245820194,"high",62,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",63
"JGeR1PaQq7n97hdGCmcw","JGeR1PaQq7n97hdGCmcw_responses_low.xlsx","Sheet1","Conf",0.6934264394,0.6,0.7,4.27266824062292e-05,1.55431223447522e-15,0.8671308692,0.8467164294,"low",62,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",63
"JHR9mUFs9W1AFVWYIv9I","JHR9mUFs9W1AFVWYIv9I_responses_high.xlsx","Sheet1","Conf",3.61433022785683e-05,0,0.8,1.380386832,2.77555756156289e-16,1.6898933308,0.8354934624,"high",30,"female","Low Start","Even",TRUE,"unknown",TRUE,"turker",31
"JHR9mUFs9W1AFVWYIv9I","JHR9mUFs9W1AFVWYIv9I_responses_low.xlsx","Sheet1","Conf",0.1015360263,0,0.25,4.66741027829508e-06,1.87193169121152e-06,0.3429527907,0.5507688804,"low",30,"female","Low Start","Even",TRUE,"unknown",TRUE,"turker",31
"ji68n8xaRYeYS8N5639V","ji68n8xaRYeYS8N5639V_responses_high.xlsx","Sheet1","Conf",0.3865960874,0,0.5,2.5860703658,1.9041291355,3.2581516608,0.9793110162,"high",29,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",35
"ji68n8xaRYeYS8N5639V","ji68n8xaRYeYS8N5639V_responses_low.xlsx","Sheet1","Conf",0.3765678991,0,0.5,2.9432768398,2.3418221163,3.5940763236,0.9883369812,"low",29,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",35
"JiPQnvvWW2O2wYJJaKRQ","JiPQnvvWW2O2wYJJaKRQ_responses_high.xlsx","Sheet1","Conf",0.1577526612,0,0.25,0.9623518032,0.5561365349,1.4558381043,0.7910393614,"high",33,"male","High Start","Clump",FALSE,"4",TRUE,"turker",12
"JiPQnvvWW2O2wYJJaKRQ","JiPQnvvWW2O2wYJJaKRQ_responses_low.xlsx","Sheet1","Conf",0.3558751706,0,0.5,1.4790698509,0.9976668648,2.0619798291,0.9047898383,"low",33,"male","High Start","Clump",FALSE,"4",TRUE,"turker",12
"jpM9AjnXgLDiX6b60T2w","jpM9AjnXgLDiX6b60T2w_responses_high.xlsx","Sheet1","Conf",9.63510796427718e-05,0,0.075,1.54518170404504e-05,5.90206892150724e-06,0.1947885388,0.5000522473,"high",28,"male","Low Start","Even",FALSE,"10",TRUE,"turker",57
"jpM9AjnXgLDiX6b60T2w","jpM9AjnXgLDiX6b60T2w_responses_low.xlsx","Sheet1","Conf",0.0013814213,0,0.075,1.41732011729193e-05,5.41368111866528e-06,0.2281259205,0.5006944163,"low",28,"male","Low Start","Even",FALSE,"10",TRUE,"turker",57
"jqgLnSiFfSU1Md6QiKPJ","jqgLnSiFfSU1Md6QiKPJ_responses_high.xlsx","Sheet1","Conf",1.83582305908229e-07,0,0.35,0.5636189926,5.04713301576941e-05,0.8023236047,0.6548832458,"high",32,"female","Low Start","Even",FALSE,"7",TRUE,"volunteer",14
"jqgLnSiFfSU1Md6QiKPJ","jqgLnSiFfSU1Md6QiKPJ_responses_low.xlsx","Sheet1","Conf",0.5597432021,0,0.6,0.0041538089,1.45127441094736e-05,1.1128316101,0.7803870354,"low",32,"female","Low Start","Even",FALSE,"7",TRUE,"volunteer",14
"JQkSpcsKC7CeH18kYyay","JQkSpcsKC7CeH18kYyay_responses_high.xlsx","Sheet1","Conf",5.112e-06,0,0.1,4.15313483608927e-06,1.58635634752488e-06,0.1234245898,0.5000034409,"high",68,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",11
"JQkSpcsKC7CeH18kYyay","JQkSpcsKC7CeH18kYyay_responses_low.xlsx","Sheet1","Conf",0.0334165914,0,0.25,3.76352691093151e-07,3.76352691093151e-07,0.263170719,0.5167081021,"low",68,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",11
"JsyeiwqKnYvPM0erhPNF","JsyeiwqKnYvPM0erhPNF_responses_high.xlsx","Sheet1","Conf",6.40164744352023e-06,0,0.03,1.24332554371671e-06,4.74908098618842e-07,0.1517919754,0.5000032649,"high",35,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",14
"JsyeiwqKnYvPM0erhPNF","JsyeiwqKnYvPM0erhPNF_responses_low.xlsx","Sheet1","Conf",0.0817830494,0,0.4,1.5225535987,0.9867285881,1.9358765337,0.8706893075,"low",35,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",14
"jVpT9eD1iMvIYte41wko","jVpT9eD1iMvIYte41wko_responses_high.xlsx","Sheet1","Conf",0.1759289433,0,0.3,1.5930244501,1.0871752844,2.2063438684,0.8928787094,"high",33,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",23
"jVpT9eD1iMvIYte41wko","jVpT9eD1iMvIYte41wko_responses_low.xlsx","Sheet1","Conf",0.3584614698,0.2,0.45,0.8646708662,0.3080753828,1.4264681922,0.8264875569,"low",33,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",23
"kAgW6YobUNksacMYsdj3","kAgW6YobUNksacMYsdj3_responses_high.xlsx","Sheet1","Conf",2.31527530359534e-07,0,0.05,0.1919033558,3.50696146609923e-05,0.4702023959,0.5539690754,"high",27,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",20
"kAgW6YobUNksacMYsdj3","kAgW6YobUNksacMYsdj3_responses_low.xlsx","Sheet1","Conf",0,0,0.04,0,0,0.1513141554,0.4999997133,"low",27,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",20
"KIxlkCmxckPiXHDa3pIO","KIxlkCmxckPiXHDa3pIO_responses_high.xlsx","Sheet1","Conf",0.1343887187,0,0.6,1.1815533639,4.40941513703104e-05,1.5623733137,0.8253864237,"high",28,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",29
"KIxlkCmxckPiXHDa3pIO","KIxlkCmxckPiXHDa3pIO_responses_low.xlsx","Sheet1","Conf",0.0772205109,0,0.5,0.939806824,5.31286448042533e-05,1.2703812794,0.7663785458,"low",28,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",29
"KkuDuCGVPLaXx9ep2SBb","KkuDuCGVPLaXx9ep2SBb_responses_high.xlsx","Sheet1","Conf",1.16892317495038e-06,0,0.4,1.3674616601,0.5711542222,1.6577002496,0.8332132405,"high",35,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",14
"KkuDuCGVPLaXx9ep2SBb","KkuDuCGVPLaXx9ep2SBb_responses_low.xlsx","Sheet1","Conf",0.06877281,0,0.35,0.8239346672,0.0818995629,1.2048174197,0.7391834537,"low",35,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",14
"knCBd3H4TSeifkFaWrTY","knCBd3H4TSeifkFaWrTY_responses_high.xlsx","Sheet1","Conf",7.89e-07,0,0.3,0.851371962,0.2946765717,1.3201800682,0.7264164792,"high",30,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",18
"knCBd3H4TSeifkFaWrTY","knCBd3H4TSeifkFaWrTY_responses_low.xlsx","Sheet1","Conf",0.0088393333,0,0.3,0.2718166185,3.53443302595018e-05,0.6534512911,0.5799542935,"low",30,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",18
